,id,name,user_url,abstract,follow,follower
51,52,とだこうき,https://note.com/cohki0305,エンジニアからマーケターになったり起業したり目を整形したりしている人。スクールのレビューサイト「スクヒカ（http://sukuhika.com）」の開発者。アプリ作ったりブログ書いたりYouTubeでWeb芸人。IT業界知識と転職方法を発信してます。,60,886
52,53,8maki,https://note.com/8maki,カンムっていう会社の社長です 1分で作れるVisaカード バンドルカードやってます 元エンジニアです Javasciprt/Python/SQL/ColdCallMaster https://note.mu/8maki/n/n387ea6eb973c,1,807
53,54,緒方 壽人 (Takram),https://note.com/ogatahisato,デザインエンジニア / Takramディレクター / 東京大学工学部卒、IAMAS、LEADING EDGE DESIGNを経てTakramに参加。ソフトウェア、ハードウェアを問わず、デザイン、エンジニアリング、アート、サイエンスまで幅広く領域横断的な活動を行っています。,47,924
54,55,佐藤由太,https://note.com/disnism,メタモ株式会社の代表取締役です。事業売却Exitさせた起業家・経営者であり、現役のエンジニア。過去の経歴は「JAXA→1社事業売却→BCGでコンサル」ベンチャー起業家の相談も受け付けています。WeWork東急四谷に入居中。,29,815
55,56,まつけん＠物販ツールに養ってもらうエンジニア,https://note.com/matsukenta,ツールに稼いでもらっているエンジニア👨‍💻８年社畜エンジニアでしたが、物販の自動販売しちゃおうとツール作ってみたら🤔爆売れ結果にビビる😳脱サラし、『ツールに働いてもらって稼ぐビジネスモデルの作り方』を発信しながら、物販でご飯食べてます🙋‍♂️,1,752
56,57,co1,https://note.com/zeissizm,ときどき写真を撮っている機械系エンジニア https://co1-photograph.com/,14,919
57,58,DTバンド&dt alternative,https://note.com/dtmachisong,「まちの音楽団・DTバンド（主宰）」「dt alternative（弾き語り）」「fukzo（バンド、Vo&Ba）」「ミステリック・ユミコ・バンド（バンド、EGt）」。 DTM、作詞作曲、サーバーエンジニア、コーヒー、フットボール。,118,"1,143"
58,59,ようこ@野に咲くことば,https://note.com/yoko_fl_,諦めや思い込みの解消に興味があります。「ひとりの人生経験は、誰かの生きる糧になる」がモットー。 / 仕事は、WEB制作会社のリサーチャー＆エンジニアの卵 / 社会福祉士、グリーフカウンセリングを学んでいます。/ HSP内向型 / 得意料理は納豆ごはん,104,"1,077"
59,60,Kai Sasaki,https://note.com/lewuathe,ソフトウェアエンジニアです。 blog: https://www.lewuathe.com,44,723
60,61,田中邦裕,https://note.com/kunihirotanaka,さくらインターネットの社長ほか、アイモバイル、アイプラグの社外取締役、未踏のPMとか、業界団体の理事とか。元は高専でロボコンやっていたエンジニアですが、学生起業していまは経営者です。東証一部上場した経験を生かして、スタートアップの支援や、起業家のメンターなんかもやっています。,24,618
61,62,たけうちみゆき,https://note.com/garakutamju,子育て中のママデザイナー。守備範囲はweb中心。時短ですが8人のデザイナーチームのリーダーをしています。主人はフロントエンドエンジニア。息子は『パプリカ』大好き2歳。,43,982
62,63,akatsuki174,https://note.com/akatsuki174,iOS→Androidエンジニア。noteではUI/UX、雑記などを書きます。技術系の記事はこちら。Qiita：https://qiita.com/akatsuki174 はてなブログ：https://akatsuki174.hatenablog.com,30,947
63,64,勝又健太@雑食系エンジニア,https://note.com/poly_soft,"パラレルキャリア情報を発信中｜早大政経出身｜元GREE｜Web系エンジニア｜経営者｜エンジェル投資家｜YouTuber｜雑食サロン(参加者様2,300超)→http://bit.ly/2u4D5ZN｜雑食系エンジニアTV(登録者5万超)→http://bit.ly/2EEkJoG",3,803
64,65,Ryo Kawabata,https://note.com/kawabataryo,京都の制作？会社勤務／WEBディレクター／マークアップエンジニア〜フロントエンジニア／1976年9月生,56,567
65,66,somekichi,https://note.com/somekichi,【1日1へぇをお届けします】webエンジニアでリーダーから突然QAエンジニアに転職。「日々の工夫で生活を豊かに」が目標。知識や思考のアウトプットとインプットのためnote始めました。雑記ブログもやってます。 読書/マインド/コラム/エンジニアリング/日記,10,707
66,67,Takaya Suzuki,https://note.com/tkrei,写真とエッセイを日々投稿してます．新しいテクノロジーや考え方に興味があります．香川県在住．化学系エンジニア．インスタ→https://www.instagram.com/takayan_1202/,98,982
67,68,ごるちき,https://note.com/golchiki,エンジニアとして働きながら、 記事に使えるイラストを描いてます。 みんフォト利用数が10000回を突破しました！ いつもご利用頂き、ありがとうございます🙇‍♂️,7,464
68,69,國分佑太,https://note.com/yutabnbn,本業はメルカリ社のプロダクトマネージャ。1児の父。経験した職種はITコンサル、エンジニア、営業、経営企画、プロダクトマネージャ。BPR、UX Researchが得意で、数量データがないドメインの改善が得意。,19,483
69,70,kousei ikeda,https://note.com/ikekou,個人的なことを書いたり、仕事のことを書いたり。価値やまとまりに重きをおかず書くことの継続のためのシステムを模索しようと思います。テクニカルディレクタ、ソフトウェアエンジニア。大学講師。テック・クリエイティブ・コレクティブSPEKTRA共同設立者/メンバー。,20,827
70,71,ぴーやま@フリーター➡︎エンジニア,https://note.com/p_yama,新卒の就活失敗➡︎フリーター２年➡︎エンジニア💻フリーター時代の話、エンジニアの仕事、自己啓発、ビジネス、読んだ本について発信してます。 月間１万PV突破しました‼️ 趣味でiOSアプリも作ってます。毎日投稿160日突破‼️,14,428
71,72,久松　剛／LIGのくま,https://note.com/makaibito,エンジニアはどこから来てどこへ行くのかが現在の研究テーマの博士（慶應SFC、IT）／ BiTT開発、LMS監修、日菲エンジニア採用、エンジニア採用・組織改善コンサル等←レバレジーズほぼVPoE・レバテック技術顧問←Omiai SRE・情シス部長←高学歴ワーキングプア研究職,44,544
72,73,からあげ(karaage0703),https://note.com/karaage0703,闇のエンジニア/変なデジカメ開発中/ディープラーニング芸人/Raspberry Piとからあげ大好き/はてなブログ書いてます→ http://karaage.hatenadiary.jp,257,665
73,74,細川貴英,https://note.com/rap,「微積で解いて得する物理」シリーズと「声に出して踏みたい韻」の著者です。週末ラッパーで普段はWebエンジニアですが、コードでは韻踏みません。ブログ http://fumu.in もやってます。,6,402
74,75,ゆこびん(佐久間にの）@ブロガーイラストレーターデザイナーiOSエンジニア,https://note.com/yucovin,イラストレーター兼デザイナーのねこ事務所手伝い１号、且つiOSデベロッパー&アプリクリエイター道場講師。Appleブログやってます(๑´ㅂ`๑)　http://rinare.com/ 緑髪は本人。ピンク髪だったり色々。自己紹介https://goo.gl/xXbWDC,442,836
75,76,Yuki Sako,https://note.com/yuki_99_s,学生フリーエンジニアブロガーの迫佑樹です．ブログは月間最高10万PVで，ブログを書籍化した結果Amazonの教育カテゴリで売れ筋ランキング1位を獲得．noteでは厳選した良いコンテンツのみを販売いたします．,18,411
76,77,YUJI,https://note.com/yuji_mztn,高校首席卒▶︎京都大学▶︎京都大学院▶︎NTTドコモ▶︎Webエンジニア。プログラミング/YouTube/SNSマーケ/note/ブログで最高月収7桁。Twitterのフォロワーは1万人超。YouTubeのチャンネル登録者数も1万人超。プログラミング学習方法やSNS戦略などを発信,1,405
77,78,コミさん,https://note.com/komi3,社会人。機械学習エンジニアという名のフルスタックエンジニアです。,44,415
78,79,ひらともや,https://note.com/tmy_schaf,Webデザイナー＆コーダー(2019年2月〜) ← 整体師 ← 業務系エンジニア／コーディングちょっとできる。webマーケティングとwebデザインの勉強中。パンとコーヒーと本が好き。,547,"1,367"
79,80,SHOTA UEYAMA,https://note.com/shotaueyama01,「サービスも作って売れるようになる」の知識を発信。UI / UX / WEBデザイナーでエンジニア。IT留学事業とWEBサービス売却後、シリコンバレーで事業デザインを学ぶ。数兆円規模の企業と事業作ったり、WEBサービスを作りながら制作スキルを学ぶ「STARTOUT」運営してます。,8,351
80,81,のりちゃん@IT講師,https://note.com/takkun_desu,企業研修しながら開発もしてるエンジニアだよ。,0,347
81,82,Pittan,https://note.com/pittan,東京に越してきたフロントエンドエンジニアです。Web全般の勉強の記録をメインに書きます。毎日西荻窪のゆるキャラ「にしぞう」のことを考えています。,53,390
82,83,ヴィーガンフウフ(未届),https://note.com/tsuyos,2人の旅ブログ✈️ ▶︎Youtube https://www.youtube.com/channel/UCeBaINKzEYLVeMqmxydvadA ★つよぽん Webエンジニア&動画クリエイター ★このみ インテリアコーディネーター＆カービングアーティス,2,324
83,84,りゅうた＠デジタルマーケティング,https://note.com/ryutakimuravc,【企業デジタルマーケティングを発信中！】27歳 / Webエンジニア🧑‍💻 / Web全般が得意 / 数字がニガテ / 『よりシンプルに分かりやすく』を使命に！ / インドに開発パートナー / 日本と中国いったりきたり✈︎ / Instagram→bit.ly/ig_rkvc,21,346
84,85,データ分析とインテリジェンス,https://note.com/shinu,データアナリストになりそこねたエンジニアとビジネスの間をさまようデータアーキテクト（データ整備人）。その実態は謎の業界ウォッチャー。,0,388
85,86,上杉周作,https://note.com/chibicode,シリコンバレーのエンジニア。ハンス・ロスリングの「Factfulness(ファクトフルネス)」を共訳しました。ブログ→ https://jp.chibicode.com,0,332
86,87,CryptoMori,https://note.com/h_mori,ソフトウェアエンジニア : 仮想通貨 : Bot開発 : テクニカル分析 : BitFlyer : BitFinex,34,341
87,88,永江耕治＠エーピーコミュニケーションズ,https://note.com/kooozii,精巣がんサバイバー。キャンサーペアレンツ理事（http://cancer-parents.org）。エーピーコミュニケーションズ取締役副社長（http://ap-com.co.jp）。インフラエンジニアBooks主催。2012年に中央大学大学院修了（MBA／人的資源管理専攻）,168,829
88,89,ohs,https://note.com/ohanamizuki,10X / ProductDesigner / HCD-Net認定 人間中心設計専門家 / Swift & SQL勉強中✏️ / デザイナー⇄エンジニアでペアプロ/ デザイナーだけどiOSアプリ開発しました👇https://apple.co/2N23dvA,46,329
89,90,しゅう丸,https://note.com/shumaru_web,未経験からWEBエンジニアになって海外を拠点にフリーランスとして活動しています。未経験からWEB系フリーランス挑戦→挫折→WEB系企業転職→WEB系フリーランス,7,285
90,91,moroishimasaoki,https://note.com/massmasaoki,音のエンジニアをしています。 が、興味が音だけでおさまらないこともあります。 どこにカテゴライズして良いのかわからない想いや気持ちをここに綴っていこうと思います。,3,372
91,92,Masako,https://note.com/macox,恵比寿でPMやってる人。SQLが書ける非エンジニア/業務効率好き☺️,25,645
92,93,Kan Inoue / 井上 幹,https://note.com/kaninoue,WONKのベーシスト / 会社員 / サウンドデザイナー / ミキシングエンジニア / epistroph / レーベル経営者,8,383
93,94,リックェ,https://note.com/rique,webエンジニア（フロントエンド）で、オモコロのライターです。 オモコロでは比較的カッチリとした悪ふざけを書いているのですが、noteでは普段話さないエンジニアリングの話や、個人的に面白いと思う言語学とか人類学とかのジャンルの話を書きます。よりニッチです。,93,407
94,95,村上僚,https://note.com/ryo_mura_brains,『もうちょい希望を持てる世界にしたい』、とか思って働いてます。 DeNA ソフトウェアエンジニア ヘルスケア事業部でkencomというサービスに関わってます。 零細企業 CEO（）/コーチング/チームビルド/ React.js/Rails/Firebase/受託開発依頼はDMで,22,304
95,96,ほっしー,https://note.com/55kong,5歳娘、0歳息子と奮闘中のワーママWebエンジニア。 テック系のイベントレポートを中心に書こうとnote始めましたが、育休中のため育児ネタが多くなりそう。 趣味の美術館巡りの話なんかも書きたいです。,23,564
96,97,ドンゾコ,https://note.com/tsubasa7777,ぼくのnoteは全て無料です。 現役Web製作者が伝える駆け出しエンジニア、コーダー、デザイナーに向けたnote集です。 ⬇️Twitterアカウント https://mobile.twitter.com/tbs_dn,0,245
97,98,べとりん | cotree,https://note.com/piyoketa,cotree(https://cotree.jp/) のWebエンジニア。東京大学医学部健康総合科学科 学部卒（臨床資格ナシ）。絶望感とか無意味さとかに興味があります。,92,397
98,99,Hiroki Tani,https://note.com/hilokit,株式会社サイバーエージェント Webのエンジニアだけどデザインのこと考えています。 OSS: FLOCSS http://github.com/hiloki/flocss 著書: Web制作者のためのCSS設計の教科書 http://amzn.to/2hJcQVX,5,288
99,100,むちょこ（吉岡綾） webエンジニア,https://note.com/muchoco,とことん自由に働く在宅webエンジニア。インフラバックフロント全部やります。phpが大好きです。 web系フリーランス集団«ラシュリエLLP»代表。ラシュリエで現役フリーランスや独立したい方の支援をしています。https://lachelier.com,15,245
100,101,hanaori,https://note.com/hanaori,noteでエンジニアをしています。 絶賛統計学を勉強中です。今統計学を勉強中の方やそんなに詳しくないよ、という方でも楽しんでもらえたり分かりやすいと思ってもらえるようなノートを書いていきたいなと思っています。ときどき山や日常の出来ごとも書きます。,266,509
101,102,広木大地（日本CTO協会理事/レクター取締役）,https://note.com/hirokidaichi,株式会社レクター取締役。エンジニアリング組織論への招待～不確実性に向き合う思考と組織のリファクタリングhttp://gihyo.jp/book/2018/978-4-7741-9605-3が好評発売中。,2,223
102,103,mr,https://note.com/masujimaryohei,Unityエンジニア。他にも、C++やHTML/CSS、js、PHP、Railsも少し触れる。今まで、10以上の勉強会や、ハンズオンを企画。イベントを主催するくらいスマブラが好き。メインキャラはピカチュウ。実はプログラミングよりもビートボックスの方ができる。,12,223
103,104,ナユ,https://note.com/nayucolony,事業開発とエンジニアリング,57,276
104,105,敷地 琢也/エンジニア,https://note.com/shikichee,AI医療スタートアップUbieで働くフロントよりのフルスタックエンジニア。新卒で入ったリクルートから、医療業界の非効率性に問題意識を感じ、「Ubie」というAI x 医療のスタートアップに参画。技術全般と家庭内ハックについて書いていきたいと思います。,4,216
105,106,よもぎ,https://note.com/issei59,エンジニア｜ノベルメディア『文活』の運営｜月一ラジオ『もたレディオ』はおやすみ中｜すきなコンテンツは音楽とラジオ｜餃子と公園があればしあわせ｜愛に生きると決めている！,55,259
106,107,あくえり,https://note.com/beh1st,【法人営業の戦略や仕事論を語ります】▼東大経済→大手ＩＴのエンタープライズセールス｜企画＆マーケ＆ＰＭ＆採用を経験、新規事業を含め年間売上約１５億円、戦略策定から現場実行まで主導、シナリオメイクと論理思考が得意▼パパ１年・フットサル１０年・趣味エンジニア１５年,83,302
107,108,kgmyshin,https://note.com/kgmyshin,Androidエンジニアです. icon変えました,3,207
108,109,Makoto Kaga (Project92.com),https://note.com/makotokaga,フリーのWebエンジニア＆映像配信屋さん。Webサイトのシステムの設計・プログラム開発、映像配信を生業にしております。また、映像配信に必要なデバイスの自作＆販売もしています。クラフトビール好きで地下アイドルヲタク http://project92.com,103,306
109,110,たいろー|ユニコーン転職日記,https://note.com/tairosan,森山大朗 https://unicorn-tenshoku.com/ SmartNewsエンジニア部門でPM|元メルカリHead of Data/AI/Search IT業界や次期ユニコーンへの転職 | リクルート人事→マーケ→子会社CEO→Bizreach→メルカリ→スマニュー,52,274
110,111,渋谷で働くCMO/プロマーケター,https://note.com/shibuyamarketer,渋谷の従業員300名規模のIT企業でマーケティングと経営をしている元エンジニアです。マーケティングを中心に経営やテクノロジーの話題を書いていきます。未経験から様々な職種を経験し悩み抜いた経験から、同じように迷っている方の助けとなるような情報を提供します。,2,231
111,112,ゆうすけ,https://note.com/ysk1180,サービス作りが大好きなRailsエンジニアです。新卒から4年間は銀行で営業をしていました。目標は起業家 兼 エンジニア。27歳です。,28,218
112,113,yuzu.,https://note.com/yuzooho,転職をし、教育系サービスのPdMをしています！以前はエンジニアをしていました。 仕事のことや日々のこと、自分の経験談をベースにnoteを書いています。,68,256
113,114,Yuki Moriyama,https://note.com/moriyaman,株式会社アトラエで組織のエンゲージメントを高めるwevox（https://wevox.io ）の事業責任者をやってます🦁 アトラエでの経験だけでなく、数百社以上の組織作りを支援させていただき、日々学んでいます。データ解析|CS|エンゲージメント|エンジニア|組織改善,4,192
114,115,瀬尾 浩二郎（theodoorjp）,https://note.com/theodoorjp,株式会社セオ商事 代表 / サービス設計や企画、漫画の脚本などやっているエンジニアです。THE GUILDメンバー,53,232
